N,P,K,temperature,humidity,ph,rainfall,label
6.38,12.99,19.38,12.037706,90.437642,6.529522,104.033259,orange
117.69,20.02,61.02,31.341076,87.989437,6.137515,44.091415,watermelon
30.48,45.62,19.61,28.903059,52.157115,4.85456,64.603142,mothbeans
24.4,60.81,27.25,32.17057,60.165991,5.784085,185.420251,pigeonpeas
105.89,41.14,21.51,28.101892,75.514893,6.253179,73.38354,cotton
106.99,38.79,18.18,27.015239,81.814726,6.026585,83.340668,cotton
12.69,128.63,192.53,14.534876,96.24948,6.321674,109.281667,apple
10.53,70.93,20.5,22.692989,21.160051,5.990348,118.328837,kidneybeans
131.43,59.81,15.47,27.301713,82.167777,6.611879,86.785842,cotton
36.75,41.11,31.12,31.285975,45.548133,5.860409,82.534719,mango
83.98,56.24,35.89,22.172266,87.774048,6.95774,225.111178,rice
9.3,127.99,199.08,3.747031,96.925477,6.803488,122.132647,apple
2.11,127.79,202.8,24.449813,86.231138,5.704281,76.679999,grapes
19.41,142.65,209.43,7.378201,96.913484,5.827269,105.625908,apple
26.81,54.48,28.94,28.638468,61.517992,6.262026,97.309843,blackgram
2.51,22.36,51.29,24.428417,87.93669,7.116999,127.333966,pomegranate
42.81,67.14,48.58,41.869854,94.838856,7.94272,158.053942,papaya
67.05,45.26,22.35,21.985066,74.807769,5.705817,92.676991,maize
10.71,15.68,40.94,25.4201,94.324081,7.132037,197.753341,coconut
16.92,29.9,36.33,28.083227,49.68953,4.929729,95.43411,mango
2.93,125.16,196.41,4.596429,96.580945,6.802418,103.053964,apple
19.37,130.57,216.34,19.487984,82.694264,6.172543,75.961609,grapes
13.29,18.88,12.42,17.635638,92.333161,6.574128,125.969018,orange
3.47,36.32,36.89,22.797294,95.738687,5.90328,113.665197,pomegranate
12.89,55.32,23.94,27.640337,48.757171,5.080864,136.436158,pigeonpeas
6.41,25.3,40.88,30.562731,86.509176,6.371379,189.170181,pomegranate
118.92,109.88,58.4,29.516855,87.761009,5.535707,140.064243,banana
106.37,74.2,45.54,28.192902,77.877896,6.982993,108.179778,banana
20.74,52.86,27.42,32.478913,55.00505,6.187501,48.036268,mothbeans
19.17,51.86,18.87,33.040338,71.275895,7.313725,84.083513,blackgram
15.9,54.92,28.85,34.865901,89.820385,7.049884,39.654875,mungbean
9.84,79.19,90.18,17.782304,19.150545,5.901125,67.415011,chickpea
22.1,51.26,21.59,27.138182,73.750426,7.46487,71.985876,blackgram
100.69,43.9,36.18,27.977419,61.916901,6.280104,162.280263,coffee
109.29,38.19,21.64,23.938753,82.819791,6.543509,84.555402,cotton
10.58,44.71,25.89,35.589683,46.161789,5.822492,98.084792,mango
46.96,55.9,42.9,38.886426,90.954443,6.671268,153.390353,papaya
2.54,10.26,13.7,14.412111,91.868577,7.291669,115.754431,orange
108.16,49.23,16.35,28.572674,80.837899,6.963864,61.640004,cotton
10.11,32.29,52.31,24.453546,95.152912,6.535984,125.883492,pomegranate
16.87,129.4,207.63,14.625265,87.547008,6.283718,67.216638,grapes
101.54,99.25,61.14,26.135081,84.79687,6.223166,124.345857,banana
73.23,67.91,10.73,22.607696,69.231161,5.725681,62.368701,maize
11.68,17.62,36.99,28.358971,94.972377,7.338998,182.257909,coconut
2.19,45.58,22.4,31.169971,48.397437,5.043565,57.437411,mothbeans
15.71,43.94,38.8,32.922785,53.094691,4.688776,115.734952,mango
16.58,39.36,31.21,34.836173,49.919458,6.802203,90.718675,mango
10.66,141.61,197.5,13.922377,90.219387,6.653805,127.590044,apple
101.79,11.44,61.96,28.838055,90.328807,6.274858,24.757886,muskmelon
36.32,69.6,27.28,18.805219,65.281242,6.575089,42.622434,lentil
14.0,30.32,31.51,33.331851,91.373547,7.084934,126.291407,pomegranate
105.7,89.53,47.64,34.019167,83.202253,5.927579,142.675614,banana
18.8,122.58,197.72,5.304846,92.856977,5.675934,119.823767,apple
1.14,15.63,19.5,10.536195,92.928651,6.060597,104.3996,orange
50.27,84.28,49.06,34.297755,95.63295,6.6193,154.169849,papaya
24.91,74.44,27.6,18.088578,62.922578,6.98597,31.324354,lentil
130.46,40.2,23.77,24.714519,79.919924,6.974533,68.06551,cotton
116.51,18.92,38.73,25.457891,68.858574,6.441545,173.829665,coffee
4.66,12.38,26.9,25.251495,96.811905,5.28923,129.990988,coconut
13.88,68.23,21.87,17.364645,66.453398,7.141064,46.381567,lentil
7.24,117.35,208.2,1.601997,92.975461,6.477972,114.945771,apple
81.45,20.16,58.96,31.603912,91.108092,6.105768,20.950534,muskmelon
9.1,75.28,24.32,30.629579,64.784544,7.394138,73.24713,blackgram
17.5,77.58,27.6,33.791135,69.442749,6.952512,84.367947,blackgram
0.17,77.83,29.06,27.573307,54.830263,5.347554,105.769267,pigeonpeas
16.49,80.39,69.23,24.246335,19.502306,7.012186,93.989208,chickpea
74.6,58.75,59.86,25.404734,83.109615,6.531498,255.810955,rice
133.34,55.2,20.11,25.598026,84.455394,7.268399,76.309602,cotton
7.47,97.2,19.53,27.551865,59.223256,6.312897,145.129892,pigeonpeas
37.79,72.26,25.13,25.570081,25.919002,5.742674,147.970756,kidneybeans
67.82,60.39,13.21,18.99157,59.139703,6.134101,68.806915,maize
105.85,109.36,58.74,25.792335,88.617743,6.46462,117.378659,banana
73.7,62.77,38.67,23.843999,83.676551,6.425497,180.786641,jute
12.77,14.83,6.38,10.037424,90.554131,6.784103,106.926788,orange
47.21,72.36,49.39,37.241746,92.162222,8.406934,150.172964,papaya
11.35,19.14,42.6,27.410979,91.123017,6.841418,190.593848,coconut
9.96,40.78,21.06,29.901351,54.352754,6.86705,61.205175,mothbeans
93.98,31.72,54.03,26.494568,87.721084,6.547181,275.697033,rice
13.28,130.46,215.95,10.151122,92.277761,6.532222,60.610102,grapes
17.19,88.67,29.7,18.034009,65.515707,7.100321,32.545134,lentil
46.87,74.87,64.74,41.071928,96.473939,6.9267,158.981186,papaya
25.07,79.89,95.79,19.180692,15.217967,7.412093,66.176924,chickpea
8.05,87.18,60.71,24.3997,24.471217,5.524104,90.520772,chickpea
6.9,132.02,194.27,10.86947,95.42819,6.452951,107.327021,apple
112.14,41.71,58.3,33.836558,92.570379,6.133246,59.133589,watermelon
78.16,37.44,37.1,25.2221,88.165688,5.657917,159.983829,rice
47.82,66.83,48.8,41.910224,93.247078,7.858567,171.982582,papaya
25.94,32.12,20.11,31.89752,84.110197,6.331392,36.019999,mungbean
81.57,48.82,63.58,23.441868,86.534641,7.080599,156.38135,jute
58.75,60.01,62.15,37.654158,91.633579,7.402541,146.8598,papaya
17.92,31.06,54.76,31.119596,88.731762,6.702436,107.976664,pomegranate
15.28,124.44,221.82,12.042366,90.28697,6.818914,129.056993,apple
82.85,44.57,62.63,23.778257,81.537553,6.655702,186.898894,jute
14.65,72.39,16.86,28.318126,70.746498,6.938524,93.488409,blackgram
83.77,66.34,15.62,19.011062,71.219258,6.222645,88.219634,maize
18.33,27.97,39.71,28.096701,88.456172,7.208662,157.501504,pomegranate
22.14,86.5,24.72,28.880535,56.100205,5.188199,115.430372,pigeonpeas
115.65,18.19,55.68,33.948049,90.285263,6.095712,29.716897,muskmelon
13.46,62.17,18.89,31.051769,86.920357,6.47469,57.483951,mungbean
3.46,69.03,27.96,25.411532,62.179087,6.219585,84.090994,blackgram
85.46,60.93,58.63,27.675853,89.411714,6.59098,196.022569,jute
0.93,27.44,32.22,26.652658,91.578251,6.016718,135.870008,coconut
27.58,69.3,27.42,33.618251,68.448842,6.441834,60.91201,blackgram
118.28,39.11,23.54,29.600479,75.995149,7.503362,66.450427,cotton
81.8,17.66,57.16,24.194149,84.301159,6.058167,48.073175,watermelon
21.94,64.98,15.36,34.413669,47.166162,5.253717,114.654683,pigeonpeas
99.89,96.93,52.48,28.686232,75.475757,6.135684,114.501252,banana
17.6,106.39,210.44,5.673775,92.114077,6.516073,128.787072,apple
3.6,104.62,196.86,11.934066,92.049825,6.63556,128.465877,apple
1.5,78.31,23.23,22.791418,61.314344,7.495526,59.830457,lentil
71.24,86.6,63.73,38.67167,96.761692,8.322845,140.091502,papaya
10.34,62.79,15.05,31.196774,93.217086,7.18179,55.609026,mungbean
89.01,61.24,21.08,21.171532,72.800389,6.390746,66.301317,maize
28.35,99.97,15.11,26.610457,58.482886,5.119982,158.978998,pigeonpeas
115.53,22.7,41.0,28.994329,64.382942,6.563417,187.20149,coffee
1.31,27.45,9.51,15.9702,92.012329,6.973138,105.774081,orange
1.22,29.66,42.62,27.342366,92.911783,7.016512,184.626086,pomegranate
22.27,40.23,29.64,25.327572,90.787821,7.159496,32.014883,mungbean
88.79,35.08,35.37,30.206537,55.367041,6.427712,184.326586,coffee
78.6,59.34,42.35,25.555775,80.848193,6.333193,270.308968,rice
9.59,65.75,24.83,23.68821,70.391123,7.094323,34.431857,lentil
18.1,12.85,41.96,31.837759,91.368194,5.379483,176.217888,coconut
88.51,39.48,39.77,31.700912,65.676555,6.607396,192.312141,coffee
35.01,74.76,27.9,28.818754,71.347034,6.866009,88.78736,blackgram
27.06,88.58,18.13,29.983745,56.765371,5.004956,185.596251,pigeonpeas
2.83,143.27,218.33,24.294492,83.267493,5.526714,68.745232,grapes
81.8,44.24,45.93,27.448606,93.887946,6.949745,59.838011,watermelon
3.1,6.89,17.29,15.553863,96.629987,7.124229,123.062895,orange
86.48,46.71,53.52,24.650195,84.063869,6.721031,175.045938,rice
35.5,52.44,26.31,21.192528,22.837371,6.271072,115.584535,kidneybeans
39.49,56.02,63.54,22.393562,17.737095,5.642489,79.012225,chickpea
100.46,33.73,47.38,25.65535,60.07901,6.659348,199.096854,coffee
81.54,106.25,64.06,25.034819,78.191874,5.770291,136.878271,banana
4.38,27.01,39.67,28.637031,53.497855,6.179597,94.191744,mango
100.62,19.02,47.65,37.57255,94.590688,6.809241,26.969705,muskmelon
14.71,8.0,15.02,11.783903,90.828171,6.243795,115.252104,orange
85.65,51.05,47.22,24.669963,76.036149,7.020834,171.073377,jute
96.21,49.73,51.62,25.115669,89.151383,6.151033,152.429494,jute
99.04,45.9,45.88,31.401409,92.459435,6.340127,24.876859,muskmelon
23.74,41.97,25.23,32.401462,85.986553,7.239822,32.210875,mungbean
139.68,39.7,22.78,28.763513,79.013383,7.239103,72.971204,cotton
9.02,109.89,208.6,8.673602,92.364857,5.908177,104.530768,apple
83.05,43.0,33.56,26.927637,56.515075,6.577353,166.954405,coffee
28.16,46.45,21.03,26.789248,86.967849,7.180224,57.26919,mungbean
3.01,76.72,19.63,17.115478,62.333933,6.99756,39.31205,lentil
85.15,12.78,64.87,34.363699,91.772558,6.450034,29.500882,muskmelon
97.32,69.42,11.04,19.379975,70.814759,5.905948,104.242453,maize
33.53,52.99,27.02,17.298678,60.42105,6.961316,36.638739,lentil
19.56,6.83,27.99,33.308114,91.015792,6.149889,142.51994,coconut
24.87,74.41,84.94,18.080638,21.628945,6.849501,87.303525,chickpea
2.66,93.13,27.53,18.800359,17.213809,5.584433,151.21781,kidneybeans
91.34,24.34,29.2,25.386245,69.650385,6.536777,187.834001,coffee
89.58,98.39,60.14,28.924169,84.851319,6.418238,134.386498,banana
0.16,45.73,18.7,26.188524,50.612455,5.796167,49.825362,mothbeans
91.18,40.18,55.35,25.953012,88.446085,6.94832,54.110325,watermelon
81.79,95.66,56.36,28.3748,77.210019,6.93688,125.063547,banana
10.23,71.65,18.25,33.290383,63.28675,7.045059,91.336539,blackgram
92.46,43.56,26.84,31.866272,67.53898,6.21433,181.979622,coffee
18.14,79.61,28.79,33.748232,63.321167,6.700525,196.45812,pigeonpeas
73.99,42.55,54.38,25.365379,90.808619,6.768742,150.770799,jute
36.85,63.13,20.16,32.658407,71.138536,6.370134,66.433054,blackgram
14.56,133.78,207.74,23.731169,94.853612,6.038822,62.517283,grapes
16.86,129.51,223.83,13.825577,88.272082,6.685057,64.679839,grapes
62.2,88.02,48.31,36.95465,96.221693,7.164998,153.323582,papaya
1.56,18.82,35.0,34.463389,51.961513,4.543233,87.3708,mango
15.57,49.88,27.89,27.270625,50.363081,4.582374,46.094487,mothbeans
64.34,50.17,38.44,24.615958,87.269946,6.652971,166.161142,rice
2.04,96.17,28.25,22.699273,21.970278,5.817612,149.167045,kidneybeans
18.67,106.22,194.1,9.172197,91.47527,6.67889,73.907521,grapes
110.15,49.4,59.92,30.689211,91.313312,6.659092,49.281321,watermelon
0.51,24.71,8.84,16.901552,93.802319,7.256195,128.811362,orange
102.33,54.78,23.08,23.160517,84.47795,6.8918,87.158164,cotton
33.91,61.88,17.26,18.077555,17.425253,6.643377,159.23118,kidneybeans
3.66,69.68,18.52,28.932501,59.846653,5.948485,157.073061,pigeonpeas
37.48,79.57,24.25,27.918944,46.279451,6.474921,110.178599,pigeonpeas
7.91,61.65,81.18,24.062605,22.366006,6.916315,67.007223,chickpea
17.51,18.74,41.57,30.880333,94.591889,6.817142,175.31092,pomegranate
12.75,123.61,191.52,22.815709,86.847634,5.615482,75.456565,grapes
18.07,23.17,32.02,29.935637,92.72901,7.485723,135.007825,coconut
119.74,74.62,64.12,33.090463,87.583403,6.692376,102.490256,banana
11.13,17.02,45.58,34.709223,86.346346,6.41697,149.415882,pomegranate
95.83,50.15,37.13,25.969468,83.480314,6.780017,194.841548,rice
114.27,75.61,56.68,29.066371,77.558051,5.518504,106.400598,banana
117.88,110.0,60.24,26.081282,88.484182,6.615664,109.934671,banana
107.77,80.16,46.28,28.850004,79.756965,6.550385,139.18695,banana
115.82,42.47,24.2,26.406705,81.143253,7.391701,86.142338,cotton
98.46,14.3,49.6,28.482694,84.880532,6.865829,53.572912,watermelon
27.84,53.38,22.79,30.544196,84.662808,7.020647,41.625016,mungbean
11.25,34.04,25.08,34.275571,50.662042,6.94437,107.656704,mango
4.98,38.54,44.03,21.379959,94.027829,5.893516,178.603632,pomegranate
100.46,18.22,50.16,31.584972,90.064991,6.417363,20.027685,muskmelon
11.35,21.72,15.07,19.594675,92.425704,6.44965,117.436759,orange
84.41,53.32,24.04,26.539844,61.444313,6.316823,84.491213,maize
88.99,79.89,56.68,28.177714,87.453779,5.667078,124.658697,banana
88.33,35.45,62.24,27.750196,75.04923,6.686728,170.691097,jute
102.18,23.81,48.24,30.760276,58.979383,6.961051,167.048251,coffee
26.94,58.45,28.73,28.063462,62.972685,7.431852,92.422424,blackgram
38.67,68.15,17.42,30.447507,48.900434,6.261997,48.439455,mothbeans
92.21,40.17,61.92,31.476547,90.428636,6.665727,27.39497,muskmelon
6.44,58.27,28.2,29.743821,65.1203,6.324168,79.39841,blackgram
15.47,137.72,222.97,9.078218,91.988521,6.563149,64.140512,grapes
12.06,116.14,210.87,19.484529,85.20603,5.824357,66.433758,grapes
115.67,39.32,21.06,25.217096,82.715326,6.229189,76.686392,cotton
7.68,118.0,212.4,20.542677,93.196057,6.813768,74.426792,grapes
4.03,84.65,17.01,30.11173,46.087639,5.599025,123.208046,pigeonpeas
12.63,25.32,7.56,14.340865,90.901861,7.440123,101.880752,orange
15.45,55.84,19.57,29.705719,55.717601,5.811614,52.915069,mothbeans
37.89,34.98,42.15,32.611764,59.161904,4.734841,114.558548,mango
76.92,46.14,36.05,23.891475,91.183827,6.724043,197.743736,jute
27.73,33.11,31.75,29.60736,55.781412,6.353403,93.088234,mango
23.92,67.17,25.64,17.376999,70.663315,6.786894,49.55116,lentil
36.61,72.03,20.86,29.326349,59.469721,4.524081,64.116482,mothbeans
36.08,63.25,20.58,30.758336,88.808327,7.243106,37.088703,mungbean
68.86,54.12,52.68,34.529602,90.32573,6.786488,170.426723,papaya
6.78,25.85,11.33,15.27396,93.94011,6.844495,106.393645,orange
105.3,100.27,59.91,27.715654,77.716791,5.992184,118.790669,banana
2.93,20.89,29.31,34.283055,96.44481,7.845968,143.436209,coconut
15.73,37.54,43.18,34.030556,59.038931,5.971632,103.085498,mango
13.73,75.24,22.78,28.467525,72.594174,7.128248,71.914994,blackgram
99.72,57.54,11.9,26.973022,72.607606,6.304301,91.089601,maize
115.85,48.97,46.03,35.957464,94.520016,6.261436,26.351561,muskmelon
26.32,61.55,15.05,31.738912,60.814366,7.299256,60.90616,blackgram
89.25,57.6,46.73,26.452477,79.774233,6.716143,179.155346,jute
105.36,106.25,64.53,31.501306,89.248844,5.613489,111.556701,banana
5.84,13.42,11.82,17.025687,92.995616,7.30664,120.393569,orange
20.55,52.99,25.19,22.732322,67.854408,7.293799,39.007443,lentil
87.1,61.77,18.5,25.584222,74.668342,6.128909,85.729153,maize
29.19,38.11,18.17,34.780427,87.215324,6.272723,39.943916,mungbean
121.0,40.94,21.82,28.233689,83.481425,7.984791,73.780643,cotton
102.66,47.75,17.6,26.157571,79.562999,6.637664,74.589737,cotton
100.12,35.44,45.88,30.685237,55.738622,6.453525,155.925608,coffee
18.32,45.25,22.34,30.547195,82.243105,7.263363,59.209922,mungbean
7.79,50.19,21.68,21.009233,18.493936,6.176635,124.142253,kidneybeans
10.77,62.83,81.89,21.486219,19.560531,6.773341,76.332921,chickpea
30.76,50.23,28.69,31.437584,92.602617,6.353178,44.902133,mungbean
16.92,11.07,43.99,31.102701,88.079755,7.226984,124.028456,pomegranate
3.44,74.38,17.14,20.945675,63.595286,6.553161,32.400583,lentil
6.18,66.06,19.99,23.960207,67.300791,6.726196,38.664032,lentil
73.13,46.06,55.46,24.568111,88.043918,6.299083,244.937644,rice
107.8,35.32,49.69,24.569312,86.566758,6.010171,41.42005,watermelon
79.6,51.46,59.52,25.304947,76.61832,6.730944,191.897547,jute
11.27,12.04,36.77,30.915066,90.434821,6.597104,159.658046,pomegranate
29.0,60.54,19.94,18.975274,74.353329,6.69052,35.495418,lentil
30.99,59.94,17.83,32.273086,67.028175,6.046916,98.397697,blackgram
18.65,133.27,198.07,9.893513,94.233792,5.668281,65.141401,grapes
13.18,36.25,26.2,30.597127,49.470518,5.048364,108.24523,mango
66.17,50.49,52.34,26.772568,83.258254,6.05569,220.433372,rice
85.78,48.53,62.8,27.910467,90.482462,7.373197,156.825212,jute
119.19,83.49,54.65,26.004558,82.832653,6.399552,105.0637,banana
110.5,55.16,24.97,29.370602,78.040717,7.692315,62.857714,cotton
77.03,61.51,39.09,24.824216,76.894545,6.841394,197.864103,jute
22.8,56.17,97.64,18.33892,20.893031,6.152477,85.662453,chickpea
11.7,15.64,40.15,28.997214,93.170988,6.815955,198.947912,coconut
35.86,36.25,28.65,27.163893,93.931344,6.907123,32.530347,mungbean
7.82,98.17,26.41,31.409457,58.520379,5.662949,164.642704,pigeonpeas
89.74,108.7,52.63,25.272834,75.404036,6.33006,149.202719,banana
90.72,107.86,52.67,31.484061,89.641902,6.326182,108.320757,banana
10.1,74.07,15.46,22.168094,71.016507,7.173026,39.963526,lentil
22.79,38.57,25.64,31.440869,86.768007,6.006601,43.397435,mungbean
50.21,59.44,62.7,39.873196,93.201309,8.410846,141.847418,papaya
3.59,51.26,18.03,24.809845,25.917288,6.892789,130.253161,kidneybeans
80.82,24.53,57.79,29.736986,90.118087,6.675019,42.803475,watermelon
6.26,5.55,35.15,27.857694,92.028747,7.781416,132.237511,coconut
22.55,86.05,15.88,23.380704,24.343111,5.601291,130.734578,kidneybeans
86.52,40.59,14.9,19.978098,70.563028,6.790946,72.334019,maize
17.18,29.76,26.67,35.371105,47.555056,5.526553,113.610622,mango
18.63,118.19,221.07,18.286933,87.901219,5.739286,78.286552,grapes
3.51,68.85,18.33,26.127239,52.038056,6.658295,63.893999,mothbeans
55.3,71.57,57.58,37.540288,90.981318,6.678872,155.360056,papaya
12.88,10.93,5.71,14.533553,95.510435,6.487702,123.533162,orange
84.65,35.14,46.95,24.007014,84.659852,6.283948,264.588509,rice
5.31,22.03,28.05,26.719087,96.31057,5.353895,121.947643,coconut
16.67,51.55,29.0,29.136031,71.758898,6.62447,97.494413,blackgram
11.93,63.31,24.8,21.395742,61.445902,7.373992,45.378397,lentil
91.82,38.96,47.92,33.842508,81.513725,6.863491,49.956189,watermelon
27.44,38.43,31.79,36.450794,45.459159,4.832358,103.551481,mango
9.3,21.67,32.63,33.720231,55.321884,6.940292,88.096617,mango
14.11,87.42,23.69,29.915658,54.739642,6.932594,175.629422,pigeonpeas
3.8,26.67,33.95,26.701527,92.303932,6.486143,137.959154,pomegranate
35.05,36.51,20.46,33.486687,84.287713,7.232061,32.372075,mungbean
39.54,92.33,23.69,23.640895,20.179606,6.519228,146.223723,kidneybeans
10.27,69.81,16.11,32.42313,59.672372,4.905946,61.674335,mothbeans
18.08,29.18,36.36,34.996913,95.371309,6.571444,172.395463,coconut
11.87,53.03,20.53,20.290944,20.473292,5.795439,115.713782,kidneybeans
73.87,47.73,30.68,26.709914,84.823034,6.674103,162.4095,rice
5.47,57.38,22.37,25.168259,85.290758,7.433073,39.474945,mungbean
94.71,48.09,42.38,22.619288,84.258821,6.477897,280.123595,rice
13.84,25.17,43.29,30.890856,90.376145,6.700653,123.090102,pomegranate
92.51,53.41,55.21,23.157533,91.790527,6.219286,165.132544,jute
18.52,82.8,25.36,18.059611,61.712766,7.271922,48.763923,lentil
15.2,63.03,20.4,30.71907,51.740076,4.710477,63.720208,mothbeans
15.06,72.11,21.47,33.150448,51.416738,6.516072,193.954484,pigeonpeas
9.9,37.33,50.95,32.379226,87.481701,5.806246,169.009652,pomegranate
6.6,79.53,19.9,24.972293,50.979046,3.70445,63.700893,mothbeans
39.95,58.84,17.76,27.81767,66.381232,6.376369,73.878401,blackgram
65.73,85.83,64.98,36.23282,95.063028,7.579917,155.924013,papaya
112.74,41.75,28.73,27.048476,69.641703,6.544776,162.940874,coffee
80.39,87.37,46.79,28.577526,78.356142,6.87452,142.80336,banana
28.06,16.83,35.8,32.473278,56.351284,6.956612,111.830191,mango
30.81,63.47,84.25,22.267846,23.125549,5.548902,68.806316,chickpea
115.61,20.11,51.54,31.054418,93.949846,6.412872,21.079593,muskmelon
26.36,31.06,43.22,28.031389,47.245338,5.458624,106.235282,mango
16.48,72.38,19.69,31.63238,63.557143,6.485129,94.417186,blackgram
117.03,12.32,53.47,28.005711,95.503053,6.16617,29.24916,muskmelon
16.1,61.94,22.93,25.863597,62.569443,6.84858,182.161314,pigeonpeas
85.29,50.02,13.66,27.126718,73.47749,6.764984,108.910222,maize
9.74,17.77,16.6,17.098334,96.384289,7.456291,121.83554,orange
5.5,32.56,44.45,32.286345,90.969568,7.208168,179.60671,pomegranate
14.05,23.5,15.11,16.735384,94.275657,6.777633,105.934501,orange
1.87,71.42,29.93,24.751935,63.315333,7.255697,40.348555,lentil
99.81,40.94,45.72,28.697236,81.497418,6.400926,59.676437,watermelon
6.79,58.94,17.93,33.962851,82.314512,6.782996,39.603143,mungbean
16.57,10.91,28.11,28.451622,91.776819,6.989548,138.481428,coconut
7.26,37.5,22.19,33.426492,91.096021,6.655278,36.261807,mungbean
7.78,8.23,29.8,30.345815,96.414013,5.901684,141.150896,coconut
9.37,54.88,16.08,26.421442,54.468047,6.966548,69.887952,mothbeans
23.73,79.56,29.2,25.166027,53.335477,4.604379,43.891843,mothbeans
52.79,83.37,56.39,36.158058,96.399122,7.497023,146.589616,papaya
13.13,17.83,28.05,27.583963,93.652087,7.199316,151.860132,coconut
85.09,47.52,49.5,20.59111,84.158074,5.562421,224.098623,rice
87.38,50.18,24.32,20.435967,56.97849,6.630257,104.051803,maize
102.74,18.13,57.09,32.595653,82.071646,6.440608,53.773342,watermelon
19.39,121.36,203.03,19.443812,89.758176,5.503659,72.369474,grapes
104.82,41.81,30.42,30.559874,67.972978,6.976484,191.384721,coffee
19.82,17.83,46.62,32.888151,86.765111,7.195759,101.224567,pomegranate
4.35,37.17,32.13,25.546593,90.812949,6.209025,151.76071,pomegranate
4.8,52.85,99.59,17.592461,15.457963,7.154509,83.209609,chickpea
91.0,54.9,18.05,27.65416,74.271598,6.783463,69.380465,maize
0.56,38.4,42.99,35.388828,59.375292,6.757739,97.760721,mango
7.65,33.22,48.09,31.000192,92.868412,7.280716,159.539278,pomegranate
10.75,57.68,22.21,27.208788,88.076489,7.333182,53.771869,mungbean
126.82,35.46,24.05,27.310202,79.21345,6.868625,82.739869,cotton
19.05,50.35,25.77,27.633424,92.253877,6.03118,35.873148,mungbean
61.77,52.04,14.86,27.486455,66.537219,6.709286,68.51706,maize
39.71,67.08,17.44,22.672505,21.799248,5.766869,136.786565,kidneybeans
22.09,73.43,23.29,29.323354,61.534298,6.818102,193.211026,pigeonpeas
74.21,47.86,52.38,25.499375,77.158979,6.50996,168.809673,jute
82.45,21.0,26.97,29.214077,67.477963,6.402661,159.081295,coffee
110.97,42.82,21.56,27.352559,81.621025,6.75457,70.093705,cotton
84.85,55.14,58.19,23.33568,87.555367,7.385906,197.806186,jute
116.89,38.58,18.87,29.097339,78.310858,6.125299,88.773943,cotton
38.57,64.87,19.16,28.960068,60.368209,5.839552,56.819585,mothbeans
108.87,31.78,60.55,25.184094,81.773169,6.657489,53.866677,watermelon
110.75,81.74,60.81,27.643216,75.29325,5.741093,91.299173,banana
1.05,65.92,20.5,28.513497,55.49335,6.766254,129.233823,pigeonpeas
66.71,40.23,15.04,25.975108,71.783477,5.707494,98.716795,maize
10.99,109.45,202.03,16.124825,86.300446,5.692942,60.777313,grapes
39.26,18.59,40.14,30.343259,46.755739,5.554833,101.950115,mango
72.24,47.38,35.3,25.9963,87.585195,6.579194,214.813956,rice
10.33,122.36,219.24,6.371779,91.116236,5.969348,107.956072,apple
101.3,99.42,64.29,33.482755,84.322776,6.375461,126.191202,banana
111.08,28.94,43.37,25.64296,65.875874,6.511911,195.517027,coffee
21.53,41.24,25.84,29.994812,51.331857,4.647447,68.068204,mothbeans
11.71,106.73,201.73,13.283955,93.335833,6.616215,114.543355,apple
34.29,38.71,16.6,34.73256,92.369664,6.455468,50.255121,mungbean
131.14,37.62,18.98,28.844603,79.041059,6.589524,88.447612,cotton
9.78,23.3,36.67,27.01445,90.392375,6.108499,124.95512,coconut
96.89,82.38,58.54,26.359694,78.490972,6.567064,99.373462,banana
114.06,58.78,18.95,27.242927,80.228432,7.752444,71.073504,cotton
2.19,122.92,214.35,0.980535,92.412547,6.575622,104.712141,apple
12.61,28.8,50.98,31.358525,94.246341,6.75043,144.945716,pomegranate
90.92,33.36,29.48,30.592685,62.368155,6.566463,192.836214,coffee
15.13,84.07,69.67,21.949285,24.193375,6.015788,87.717064,chickpea
1.54,22.32,17.52,11.588415,90.51904,7.329784,103.96628,orange
30.09,70.95,20.77,28.2434,70.754379,7.07507,98.023535,blackgram
105.06,57.12,15.62,25.894706,81.317211,6.740077,76.038193,cotton
9.01,81.72,93.91,24.958594,23.602032,7.279798,72.573918,chickpea
80.75,39.48,53.16,24.631629,83.736577,5.6417,262.018442,rice
63.55,53.58,44.43,24.507127,78.868813,7.201605,198.216425,jute
54.64,75.29,58.68,41.611923,92.956465,7.796564,153.743234,papaya
10.8,81.9,21.63,27.444758,62.656187,5.747844,144.603172,pigeonpeas
88.7,36.04,41.5,31.017313,59.706212,6.750092,188.839994,coffee
90.58,13.45,61.92,24.087447,90.952453,6.988192,49.640395,watermelon
32.58,59.41,71.05,24.716151,16.910574,6.359914,77.300624,chickpea
83.78,34.39,54.74,22.172343,81.438719,6.881456,174.829758,rice
5.03,14.19,18.39,12.390872,92.23719,6.334522,116.372255,orange
10.45,63.82,24.8,30.093899,63.021848,6.154409,92.874819,blackgram
86.9,104.77,64.42,29.585838,79.905296,5.571223,92.211092,banana
88.58,25.02,49.33,33.932372,83.551983,6.120835,40.703106,watermelon
3.77,63.58,24.58,31.284766,53.421098,5.180344,143.337392,pigeonpeas
102.47,36.48,16.57,28.935086,83.282333,7.566293,78.441195,cotton
61.89,44.1,60.08,27.754352,91.633439,6.595115,152.826825,jute
84.4,18.73,28.47,27.229651,66.262956,6.066986,185.540327,coffee
